Link Text,URL
Expert Lecture on How to build RFID and IoT Devices by Dr. Suman Kumar,https://pec.ac.in/events/expert-lecture-how-build-rfid-and-iot-devices-dr-suman-kumar
Meeting of Director with Mr. Ashok Chitkara,https://pec.ac.in/events/meeting-director-mr-ashok-chitkara
PEC holds Annual Honours Ceremony to Celebrate its Achievers,https://pec.ac.in/events/pec-holds-annual-honours-ceremony-celebrate-its-achievers
PEC Student Bags Gold at The All India Interuniversity Taekwondo Tournament,https://pec.ac.in/events/pec-student-bags-gold-all-india-interuniversity-taekwondo-tournament
Expert Talk on the topic 'Cloud Computing Applications in Material Science',https://pec.ac.in/events/expert-talk-topic-cloud-computing-applications-material-science
Prize Distribution Ceremony for Ignite 2019,https://pec.ac.in/events/prize-distribution-ceremony-ignite-2019
ASCE PEC International Student Chapter Won Reputed International Award,https://pec.ac.in/events/asce-pec-international-student-chapter-won-reputed-international-award
Seminar on Mental Health and Well Being,https://pec.ac.in/events/seminar-mental-health-and-well-being
ASCE PEC teams bagged prizes at IIT Delhi,https://pec.ac.in/events/asce-pec-teams-bagged-prizes-iit-delhi
PEC students bags the Mitacs Globalink Research internship in Canada,https://pec.ac.in/events/pec-students-bags-mitacs-globalink-research-internship-canada
Pre-Placement Training for Students,https://pec.ac.in/events/pre-placement-training-students
Blood Donation Camp 19,https://pec.ac.in/events/blood-donation-camp-19
Workshop on Micro/Nano Technologies Based Devices/Sensors and Actuators,https://pec.ac.in/events/workshop-micronano-technologies-based-devicessensors-and-actuators
Department of Computer Science and Engineering Organized Industry-Academia Expert Lecture Week 2019,https://pec.ac.in/events/department-computer-science-and-engineering-organized-industry-academia-expert-lecture-week
IIT-Delhi Director Delivers 6th Annual J.K. Memorial Lecture at PEC,https://pec.ac.in/events/iit-delhi-director-delivers-6th-annual-jk-memorial-lecture-pec
TATA MOTORS T-Talk Session,https://pec.ac.in/events/tata-motors-t-talk-session-0
PEC ASME students participate in largest E-fest at VIT Vellore,https://pec.ac.in/events/pec-asme-students-participate-largest-e-fest-vit-vellore
Workshop on Micro/Nano Electronic Device Fabrication facilities including Clean Room,https://pec.ac.in/events/workshop-micronano-electronic-device-fabrication-facilities-including-clean-room
Workshop on Entrepreneurship as a Career Option,https://pec.ac.in/events/workshop-entrepreneurship-career-option
Rooftop Solar Awareness Campaign Launched,https://pec.ac.in/events/rooftop-solar-awareness-campaign-launched
Session on Stock Markets and Fundamentals,https://pec.ac.in/events/session-stock-markets-and-fundamentals
Dr. Dheeraj Sanghi joins as PEC's Director,https://pec.ac.in/events/dr-dheeraj-sanghi-joins-pecs-director
Celebrations of 70th Republic Day of India,https://pec.ac.in/events/celebrations-70th-republic-day-india
Short Term Course on Solid Works,https://pec.ac.in/events/short-term-course-solid-works
Worldquant Quantitative Workshop Organized by Career Development and Guidance Centre (CDGC),https://pec.ac.in/events/worldquant-quantitative-workshop-organized-career-development-and-guidance-centre-cdgc
Workshop on Big Grants,https://pec.ac.in/events/workshop-big-grants
Workshop on Intellectual Property Rights,https://pec.ac.in/events/workshop-on-intellectual-property-rights
PEC students bag prizes at IIT Bombay Techfest 2018,https://pec.ac.in/events/pec-students-bag-prizes-iit-bombay-techfest-2018
One-day workshop on "Reliability Engineering, Phases of Product Development & Essentials of Soft Skills",https://pec.ac.in/events/one-day-workshop-reliability-engineering-phases-product-development-essentials-soft-skills
Celebration of World Energy Conservation Day-2018,https://pec.ac.in/events/celebration-world-energy-conservation-day-2018
Foundation for Innovation and Technology Transfer (FITT) Workshop,https://pec.ac.in/events/foundation-innovation-and-technology-transfer-fitt-workshop
Sensitization Workshop on Equity Action Plan (EAP),https://pec.ac.in/events/sensitization-workshop-equity-action-plan-eap
Foundation Day 2018,https://pec.ac.in/events/foundation-day-2018
PECFEST 2018,https://pec.ac.in/events/pecfest-2018
One Day National Workshop on Collaboration initiative between PEC Chandigarh and Vardhman Special Steels Ltd. (MMED),https://pec.ac.in/events/one-day-national-workshop-collaboration-initiative-between-pec-chandigarh-and-vardhman
Visit of World Bank delegation and Central Project Advisor, NPIU,https://pec.ac.in/events/visit-world-bank-delegation-and-central-project-advisor-npiu
10,https://pec.ac.in/all_events?page=9
CATFIT 3-Day Interactive Workshop at PEC,https://pec.ac.in/events/catfit-3-day-interactive-workshop-pec
Dramatics Club Organizes ‘AAGHAZ’,https://pec.ac.in/events/dramatics-club-organizes-%E2%80%98aaghaz%E2%80%99
PEC bids adieu to its Director,https://pec.ac.in/events/pec-bids-adieu-its-director
Governor Punjab graced 48th Annual Convocation of PEC,https://pec.ac.in/events/governor-punjab-graced-48th-annual-convocation-pec
MOA signed between PEC and SIEMENS,https://pec.ac.in/events/moa-signed-between-pec-and-siemens
Punjabi Editorial Board Mesmerizes with ‘Dastak’,https://pec.ac.in/events/punjabi-editorial-board-mesmerizes-%E2%80%98dastak%E2%80%99
Seminar on 'Solar Technology And Its Entrepreneurial Potential To Build Green India' & Solar Technology Development Park Inauguration,https://pec.ac.in/events/seminar-solar-technology-and-its-entrepreneurial-potential-build-green-india-solar-technology
Chords: Student-Run Musical Concert at PEC,https://pec.ac.in/events/chords-student-run-musical-concert-pec
Roundtable Workshop on Draft Personal Data Protection Bill,https://pec.ac.in/events/roundtable-workshop-draft-personal-data-protection-bill
Expert Lecture on Nanophotonics,https://pec.ac.in/events/expert-lecture-nanophotonics
PEC Student Appointed as Young Ambassador for DAAD Germany,https://pec.ac.in/events/pec-student-appointed-young-ambassador-daad-germany
Engineer’s Day marked with a visit to HARTEK, organized by SESI,https://pec.ac.in/events/engineer%E2%80%99s-day-marked-visit-hartek-organized-sesi
PEC Students Participate in ASME EFx,https://pec.ac.in/events/pec-students-participate-asme-efx
Industry Academia Lecture Week conculded at PEC,https://pec.ac.in/events/industry-academia-lecture-week-conculded-pec
Expert Lecture on Techno-Entrepreneurship,https://pec.ac.in/events/expert-lecture-techno-entrepreneurship
11,https://pec.ac.in/all_events?page=10
Industry Academia Lecture Week – TQM,https://pec.ac.in/events/industry-academia-lecture-week-%E2%80%93-tqm
Industry Academia Lecture Week – CMH,https://pec.ac.in/events/industry-academia-lecture-week-%E2%80%93-cmh
Industry Lecture Week – Computer Science Department,https://pec.ac.in/events/industry-lecture-week-%E2%80%93-computer-science-department
Industry-Academia-Interaction Week Aerospace Engineering Department,https://pec.ac.in/events/industry-academia-interaction-week-aerospace-engineering-department
Industrial Expert Lecture- Applied Sciences Department,https://pec.ac.in/events/industrial-expert-lecture-applied-sciences-department
Industry Academic Expert Lecture Week by Cyber Security Research Centre,https://pec.ac.in/events/industry-academic-expert-lecture-week-cyber-security-research-centre
10-Day UG Orientation Programme,https://pec.ac.in/events/10-day-ug-orientation-programme
Remote Sensing Day’2018,https://pec.ac.in/events/remote-sensing-day%E2%80%992018
PEC Celebrates 72nd Independence Day,https://pec.ac.in/events/pec-celebrates-72nd-independence-day
Quriosity’2018,https://pec.ac.in/events/quriosity%E2%80%992018
One-Day Orientation Programme for M.Tech Students,https://pec.ac.in/events/one-day-orientation-programme-mtech-students
One-Day National Seminar on Reliability Engineering,https://pec.ac.in/events/one-day-national-seminar-reliability-engineering
PEC Placements lead the way – break all records of last Years and bags highest salaries this Year!,https://pec.ac.in/events/pec-placements-lead-way-%E2%80%93-break-all-records-last-years-and-bags-highest-salaries-year
One day workshop on Smart Road Infrastructure for Smart Cities,https://pec.ac.in/events/one-day-workshop-smart-road-infrastructure-smart-cities
One week short term course on Statistical Methods in Research Methodology,https://pec.ac.in/events/one-week-short-term-course-statistical-methods-research-methodology
12,https://pec.ac.in/all_events?page=11
Computer Centre organized Six Weeks Workshop on Web Development,https://pec.ac.in/events/computer-centre-organized-six-weeks-workshop-web-development
Short Term Course on “Mechatronics and Robotics”,https://pec.ac.in/events/short-term-course-%E2%80%9Cmechatronics-and-robotics%E2%80%9D
Campus Tour for Students from Leh-Ladakh,https://pec.ac.in/events/campus-tour-students-leh-ladakh
Short Term Course on “Mathematics in Engineering”,https://pec.ac.in/events/short-term-course-mathematics-engineering-18
Short Term Course on "Characterization of Advanced Functional Materials",https://pec.ac.in/events/short-term-course-characterization-advanced-functional-materials
4th International Yoga Day Celebrated,https://pec.ac.in/events/4th-international-yoga-day-celebrated
Five Days Training Program on Road Safety Concludes,https://pec.ac.in/events/five-days-training-program-road-safety-concludes
Training on MATLAB Software,https://pec.ac.in/events/training-matlab-software
Short Term Course on Sustainable Practices in Solid Waste Management,https://pec.ac.in/events/short-term-course-sustainable-practices-solid-waste-management
Live Session on Start-up Initiatives,https://pec.ac.in/events/live-session-start-initiatives
Short Term Course on Mathematics In Engineering,https://pec.ac.in/events/short-term-course-mathematics-engineering
Training on Ansys Software,https://pec.ac.in/events/training-ansys-software
5 Days Capacity Building Programme on Geospatial Techniques for BBMB Engineers,https://pec.ac.in/events/5-days-capacity-building-programme-geospatial-techniques-bbmb-engineers
Curriculum Design & Development Workshop Organized by Centre for Energy Studies,https://pec.ac.in/events/curriculum-design-development-workshop-organized-centre-energy-studies
Anti - Terrorism Day,https://pec.ac.in/events/anti-terrorism-day
13,https://pec.ac.in/all_events?page=12
List Attached as Annexure I,http://pec.ac.in/faculty-index
New CAS Application Performa for CAS promotion for eligibility on or after 8.10.2009,https://pec.ac.in/rules-guidelines-forms/archive/cas-performa
Words from HoD,https://pec.ac.in/aero/words-hod
Vision & Mission,https://pec.ac.in/aero/vision-mission
Programme Educational Objectives,https://pec.ac.in/aero/peo
Programme Outcomes,https://pec.ac.in/aero/po
Laboratories,https://pec.ac.in/aero/laboratories
Consultancy,https://pec.ac.in/aero/consultancy
Faculty,https://pec.ac.in/faculty/aero
Department News,https://pec.ac.in/aero/department-news
Words from HoD,https://pec.ac.in/applied-sciences/words-hod
Laboratories,https://pec.ac.in/applied-sciences/laboratories
Consultancy,https://pec.ac.in/applied-sciences/consultancy
Sponsored Research,https://pec.ac.in/applied-sciences/sponsored-projects
Faculty,https://pec.ac.in/faculty/applied-sciences
List of PhD Students,https://pec.ac.in/applied-sciences/phd-students
Department News,https://pec.ac.in/applied-sciences/department-news
Words from HoD,https://pec.ac.in/civil/words-hod
Vision & Mission,https://pec.ac.in/civil/vision-mission
Program Outcomes,https://pec.ac.in/civil/po
Programme Educational Objectives (PEOs),https://pec.ac.in/civil/peo
Program Specific Outcomes(PSOs),https://pec.ac.in/civil/pso
Laboratories,https://pec.ac.in/civil/laboratories
Consultancy,https://pec.ac.in/civil/consultancy
Faculty,https://pec.ac.in/faculty/civil
Gallery,https://pec.ac.in/civil/gallery
Department News,https://pec.ac.in/civil/department-news
Words from HoD,https://pec.ac.in/cse/words-hod
Vision & Mission,https://pec.ac.in/cse/vision-mission
Program Outcomes (PO’s),https://pec.ac.in/cse/po
Programme Educational Objectives,https://pec.ac.in/cse/peo
Laboratories,https://pec.ac.in/cse/laboratories
Sponsored Research and Consultancy,https://pec.ac.in/cse/sponsored-research-and-consultancy
Faculty,https://pec.ac.in/faculty/cse
Training and Placement Report,https://pec.ac.in/cse/tnp/report
Department News,https://pec.ac.in/cse/department-news
Vision & Mission,https://pec.ac.in/ee/vision-mission
Words from HoD,https://pec.ac.in/ee/words-hod
Programme Educational Objectives,https://pec.ac.in/ee/peo
Programme Outcomes,https://pec.ac.in/ee/po
Program Specific Outcomes,https://pec.ac.in/ee/program-specific-outcomes
Laboratories,https://pec.ac.in/ee/laboratories
Consultancy,https://pec.ac.in/ee/consultancy
Faculty,https://pec.ac.in/faculty/ee
Department News,https://pec.ac.in/ee/department-news
Words from HoD,https://pec.ac.in/ece/words-hod
Vision & Mission,https://pec.ac.in/ece/vision-and-mission
Programme Educational Objectives,https://pec.ac.in/ece/programme-educational-objectives
Programme Outcomes,https://pec.ac.in/ece/programme-outcomes
Alumni & Industry,https://pec.ac.in/ece/alumni-industry
Laboratories,https://pec.ac.in/ece/laboratories
Faculty,https://pec.ac.in/faculty/ece
Department News,https://pec.ac.in/ece/department-news
Internship Details,https://pec.ac.in/ece/internship-details
Placement Details,https://pec.ac.in/ece/placement-details
Capstone Projects (Batch 2013-17),http://www.pec.ac.in/capstone-projects-batch-2013-17
Capstone Projects (Batch 2012-16),http://www.pec.ac.in/capstone-projects-batch-2012-16
Capstone Projects (Batch 2011- 15),http://pec.ac.in/capstone-projects-batch-2011-15
Audio Guide Project by PEC students for Chandigarh Admnistration,http://www.pec.ac.in/audio-guided-project-pec-students-chandigarh-admnistration
PEC PhD student wins Best Poster Award in 2nd AISRF meeeting at IISER, Mohali,http://pec.ac.in/pec-phd-student-wins-best-poster-award-2nd-aisrf-meeeting-iiser-mohali
Vision & Mission,https://pec.ac.in/me/vision-mission
Words from HoD,https://pec.ac.in/me/words-hod
PEOs, POs & PSOs,https://pec.ac.in/me/peo-po-pso
Laboratories,https://pec.ac.in/me/laboratories
Consultancy,https://pec.ac.in/me/consultancy
Faculty,https://pec.ac.in/faculty/me
Department News,https://pec.ac.in/me/department-news
Vision & Mission,https://pec.ac.in/metta/vision-mission
Words from HoD,https://pec.ac.in/metta/words-hod
PEO’s & PO's B.Tech Programme,https://pec.ac.in/metta/peo-po/ug
PEO's & PO’s M.Tech Programme,https://pec.ac.in/metta/peo-po/pg
Laboratories,https://pec.ac.in/metta/laboratories
Consultancy,https://pec.ac.in/metta/consultancy
Faculty,https://pec.ac.in/faculty/metta
Department News,https://pec.ac.in/metta/department-news
Words from HoD,https://pec.ac.in/pie/words-hod
Vision & Mission,https://pec.ac.in/pie/vision-mission
PEO's and PO's for B.Tech Programme,https://pec.ac.in/pie/po-peo/btech
PEO's and PO's for M.Tech Programme,https://pec.ac.in/pie/po-peo/mtech
Laboratories,https://pec.ac.in/pie/laboratories
Consultancy,https://pec.ac.in/pie/consultancy
Faculty,https://pec.ac.in/faculty/pie
Deparment News,https://pec.ac.in/pie/department-news
Words from HOD,https://pec.ac.in/cmh/words-hod
Vision & Mission,https://pec.ac.in/cmh/vision-mission
Program Educational Objectives,https://pec.ac.in/cmh/peo
Programme Offered,https://pec.ac.in/cmh/programme-offered
Special Facilities,https://pec.ac.in/cmh/special-facilities
Department News,https://pec.ac.in/cmh/department-news
Faculty,https://pec.ac.in/cmh/faculty
Key Areas,https://pec.ac.in/csrc/key-areas
Activities,https://pec.ac.in/csrc/activities
Faculty,https://pec.ac.in/csrc/faculty
Collaborations & Research,https://pec.ac.in/csrc/collaborations-research
Human Resource Empowerment Programme,https://pec.ac.in/human-resource-empowerment-programme-1
MTech Students,https://pec.ac.in/csrc/mtech-students
Mission & Objectives,https://pec.ac.in/mission-objectives
Contact Us,https://pec.ac.in/csrc/contact-us
Pulse Detonation,https://pec.ac.in/research-groups/pulse-detonation
Green Chemistry and Catalysis,https://pec.ac.in/research-groups/green-chemistry-and-catalysis
Geological Remote Sensing,https://pec.ac.in/research-areas/geological-remote-sensing
High Performance Concrete,https://pec.ac.in/research-groups/high-performance-concrete
Environment Engineering,https://pec.ac.in/research-areas/ground-water-pollution-due-polluted-drains
Information Security,https://pec.ac.in/research-groups/information-security
Power System,https://pec.ac.in/research-groups/renewable-energy-integration-smart-electricity-grid
Microcontroller based System,https://pec.ac.in/research-groups/microcontroller-based-system
Digital Design (VLSI),https://pec.ac.in/research-groups/digital-design-vlsi
Wireless Design and Planning,https://pec.ac.in/research-groups/wireless-design-and-planning-field-wireless-communication
Data Mining,https://pec.ac.in/research-groups/data-mining
Biomaterials,https://pec.ac.in/research-groups/biomaterials
Nano Materials,https://pec.ac.in/research-groups/nano-materials
Pulse Detonation,http://pec.ac.in/research-groups/pulse-detonation
Green Chemistry and Catalysis,http://pec.ac.in/research-groups/green-chemistry-and-catalysis
Geological Remote Sensing,http://pec.ac.in/research-areas/geological-remote-sensing
High Performance Concrete,http://pec.ac.in/research-groups/high-performance-concrete
Environment Engineering,http://pec.ac.in/research-areas/ground-water-pollution-due-polluted-drains
Information Security,http://pec.ac.in/research-groups/information-security
Power Systems,http://pec.ac.in/research-groups/renewable-energy-integration-smart-electricity-grid
Microcontroller Based System,http://pec.ac.in/research-groups/microcontroller-based-system
Wireless Communication,http://pec.ac.in/research-groups/wireless-design-and-planning-field-wireless-communication
Digital Design (VLSI),http://pec.ac.in/research-groups/digital-design-vlsi
Data Mining,http://pec.ac.in/research-groups/data-mining
Biomaterials,http://pec.ac.in/research-groups/biomaterials
Nano Materials,http://pec.ac.in/research-groups/nano-materials
Aerodynamic,https://pec.ac.in/aerodynamic
Nano Structures,https://pec.ac.in/nano-structures-functional-materials
Micro Financing,https://pec.ac.in/micro-financing
Traffic and Transport Planning,https://pec.ac.in/traffic-and-transport-planning
Photonic Systems,https://pec.ac.in/photonic-systems-and-network-design
Mechatronics,https://pec.ac.in/mechatronics
Manufacturing Processes,https://pec.ac.in/micro-advanced-manufacturing-processes
Aerodynamic,https://pec.ac.in/node/287
Nano Structures of Functional Materials,https://pec.ac.in/node/288
Micro Financing,https://pec.ac.in/node/289
Traffic and Transport Planning,https://pec.ac.in/node/290
Photonic Systems and Network Design,https://pec.ac.in/node/291
Mechatronics,https://pec.ac.in/node/292
Micro & Advanced Manufacturing Processes,https://pec.ac.in/node/293
Available Projects,https://pec.ac.in/yrf/available-projects
Submit Your Own Project,https://pec.ac.in/yrf/submit-your-project
AMS,https://pec.ac.in/aerospace-technical-society-ats
ASCE,https://pec.ac.in/asce
ASME,https://pec.ac.in/asme
IIM,https://pec.ac.in/iim
ISTE,https://pec.ac.in/asps
IEEE,https://pec.ac.in/ieee
IETE,https://pec.ac.in/iete
SAE,https://pec.ac.in/sae
SME,https://pec.ac.in/sme
SESI,https://pec.ac.in/sesi
ROBOTICS,https://pec.ac.in/robotics
Astronomy and Space Physics Society (ASPS),https://pec.ac.in/iste
Art and Photography Club,https://pec.ac.in/art-and-photography-club-apc
Music Club,https://pec.ac.in/music-club
Dramatics Club,https://pec.ac.in/dramatics-club
Speakers Association & Study Circle,https://pec.ac.in/speakers%E2%80%99-association-and-study-circle
Projection Design Club,https://pec.ac.in/projection-design-club
Rotaract Club,https://pec.ac.in/rotaract-club
Communication Club,https://pec.ac.in/communication-information-media-cell
Student Counselling Cell,https://pec.ac.in/student-counselling-cell
Communication,https://pec.ac.in/communication-club
English Editorial board,https://pec.ac.in/english-editorial-board
Entrepreneurship & Incubation Cell,https://pec.ac.in/entrepreneurship-development-cell-edc
Hindi Editorial Board,https://pec.ac.in/hindi-editorial-board
Punjabi Editorial Board,https://pec.ac.in/punjabi-editorial-board
Organized DoDesign.com, Eclectica and Cryptex,https://pec.ac.in/organized-dodesigncom-eclectica-and-cryptex
IEEE Xtreme 7.0,https://pec.ac.in/ieee-xtreme-70
Lecture Series by Mr.Ravi Sehgal (General Electric, Bangalore),https://pec.ac.in/lecture-series-mrravi-sehgal-general-electric-bangalore
21st IEEE DELHI SECTION QUARTERLY MEET,https://pec.ac.in/21st-ieee-delhi-section-quarterly-meet
Haxpresso – cybercrime workshop,https://pec.ac.in/haxpresso-%E2%80%93-cybercrime-workshop
Session by Mr. Ravi Sehgal, MD, General Electric,https://pec.ac.in/session-mr-ravi-sehgal-md-general-electric
Workshop on “Research Paper Writing and Presentation”,https://pec.ac.in/workshop-%E2%80%9Cresearch-paper-writing-and-presentation%E2%80%9D
CodeRush 2.x series,https://pec.ac.in/coderush-2x-series
Industrial Trip to Bhakra Nangal Dam,https://pec.ac.in/industrial-trip-bhakra-nangal-dam
Auto CAD Workshop,https://pec.ac.in/auto-cad-workshop
2,https://pec.ac.in/clubs/recent-events?page=1
2nd in Asia and 21st among 96 teams at Huntsville Alabama, USA (for Moonbuggy),https://pec.ac.in/sme-achievements-1
1st Prize in 2013 at Cleveland, Ohio state, USA (for Moonbuggy,https://pec.ac.in/sme-achievements-0
3rd Prize in 2012 at Cleveland, Ohio state, USA (for E.G.S.B),https://pec.ac.in/3rd-prize-2012-cleveland-ohio-state-usa-egsb
BAJA’12 held at Indore,https://pec.ac.in/sae-achievements-12
Efficycle - Participated for the first time in Efficycle,https://pec.ac.in/sae-achievements-11
SUPRA SAE INDIA ‘11 - 2nd in Design and Innovation,https://pec.ac.in/sae-achievements-10
BAJA Auburn held at USA.,https://pec.ac.in/sae-achievements-9
BAJA’11- 2nd Overall,2nd Design,https://pec.ac.in/sae-achievements-8
BAJA’10 - 2nd Overall, 2nd Design.,https://pec.ac.in/sae-achievements-7
FSAE Australia - Awarded “The Cheapest Car”, Workshop - Experience Sharing,https://pec.ac.in/sae-achievements-6
2,https://pec.ac.in/clubs/recent-achievements?page=1
3,https://pec.ac.in/clubs/recent-achievements?page=2
NSS in PEC,http://pec.ac.in/nss/nss-pec
Projects,http://pec.ac.in/nss/projects
Regular Events,http://pec.ac.in/nss/regular-events
Executive Body,http://pec.ac.in/nss/executive-body
Motto & Pledge,https://pec.ac.in/ncc/motto-pledge
NCC In PEC,https://pec.ac.in/ncc-pec
Activities,https://pec.ac.in/ncc/activities
Certificates & Examination,https://pec.ac.in/ncc/certificates-examination
Benefits of NCC,https://pec.ac.in/ncc/benefits
Read More,http://pec.ac.in/coe/ongoing-project/ergonomics
Read more,http://pec.ac.in/coe/ongoing-projects/pain-management
Read more,http://pec.ac.in/coe/ongoing-projects/Ankle_Foot_Orthosis
Read more,http://pec.ac.in/coe/ongoing-projects/dental_drill_guides
Read more,http://pec.ac.in/coe/ongoing-projects/Mental_Health_Assessment
Read more,http://pec.ac.in/coe/ongoing-projects/maxillofacial_Implants_Templates_CuttingGuides
Read more,http://pec.ac.in/coe/ongoing-projects/effects_of_microbreaks_in_prolonged_sitters
www.pec.ac.in,http://www.pec.ac.in/
Centre of Excellence in Industrial and Product Design,http://www.pec.ac.in/coe
pec.ac.in,http://pec.ac.in/
Maninder Kaur Dhanda,https://pec.ac.in/node/541
Dr. Seema Vasishta,https://pec.ac.in/node/542
Dr. Sanjay Kumar Batish,https://pec.ac.in/cc/sanjay-batish
Sushil Kumar,https://pec.ac.in/cc/sushil-kumar
Prabhsimran Singh Bindra,https://pec.ac.in/cc/prabhsimran
Three Days Workshop on Fundamentals of MATLAB,https://pec.ac.in/events/three-days-workshop-fundamentals-matlab
Two Days Workshop on Data Mining Using STATISTICA,https://pec.ac.in/events/two-days-workshop-data-mining-using-statistica
Three Days Workshop on Python Programming Fundamentals,https://pec.ac.in/events/three-days-workshop-python-programming-fundamentals
2,https://pec.ac.in/cc/department-news?page=1
,http://pec.ac.in/events/pecfest-2018
,http://pec.ac.in/events/governor-punjab-graced-48th-annual-convocation-pec
,http://pec.ac.in/events/moa-signed-between-pec-and-siemens
,http://pec.ac.in/events/71st-annual-athletic-meet-0
,http://pec.ac.in/events/remembering-dr-kalpana-chawla-15-years-after-columbia-disaster
,http://pec.ac.in/events/global-annual-alumni-meet-2018
,http://pec.ac.in/events/foundation-day-2017
,http://pec.ac.in/events/smart-city-operations-centre-project-scic-inaugurated-pec
,http://pec.ac.in/events/pec-university-technology-hosts-scic-workshop
,http://pec.ac.in/events/technology-business-incubator-tbi-workshop-concluded-pec
,http://pec.ac.in/events/foundation-day-ceremony
,http://pec.ac.in/events/pec-signs-mou-tata-power
,http://pec.ac.in/events/iot-smart-city-task-force
,http://pec.ac.in/events/sase-drdo-and-pec-university-enters-mou-joint-research
,http://pec.ac.in/events/alumni-reunion-1976
,http://pec.ac.in/events/national-education-award-2016
,https://pec.ac.in/events/pec-technology-business-incubator
,https://pec.ac.in/events/inauguration-pec-new-academic-block
,https://pec.ac.in/events/pec-get-mig-21-aircraft-signs-mou-indian-air-force
,https://pec.ac.in/events/pec-organises-open-house-2016
,https://pec.ac.in/events/padmashri-dr-satish-kumar-felicitated-pec
,https://pec.ac.in/events/global-alumni-meet-2016
,https://pec.ac.in/events/mou-between-pec-and-tbrl-chandigarh
,https://pec.ac.in/events/connect-broadband-establishes-videocon-advanced-communication-lab
,https://pec.ac.in/events/convocation-2015
,https://pec.ac.in/events/dramatics-club-organises-inaugural-event-‘aaghaz’-pec
,https://pec.ac.in/events/pec-felicitates-former-principal-dr-s-k-sachdev
Sensitization Workshop on Equity Action Plan (EAP),http://pec.ac.in/events/sensitization-workshop-equity-action-plan-eap
Visit of World Bank delegation and Central Project Advisor, NPIU,http://pec.ac.in/events/visit-world-bank-delegation-and-central-project-advisor-npiu
Training Workshop for Faculty Mentors on Induction Programme for New Students,http://pec.ac.in/events/training-workshop-faculty-mentors-induction-programme-new-students
Visit of PEC Officials to JNGEC Sundernagar,http://pec.ac.in/teqip-third-phase/visit/jngec-sundernagar-september-2017
Workshop on Review of the Annual action plans, Procurement plans and status of expenditure through PFMS at MNIT, Jaipur,http://pec.ac.in/teqip-third-phase/workshop/mnit-jaipur-august-2017
Dr. Sanjay Batish,http://pec.ac.in/cc/sanjay-batish
Dr. Balwinder Singh Surjan,http://pec.ac.in/balwinder-singh-surjan
About TEQIP,https://pec.ac.in/teqip
Key Activities,https://pec.ac.in/teqip/key-activities
Tenders,https://pec.ac.in/teqip/tenders
Schemes & Forms,https://pec.ac.in/teqip/schemes-forms
Contact Us,https://pec.ac.in/teqip/contact-us
Minutes of BoG Meetings,https://pec.ac.in/teqip/minutes-bog-meetings
Click Here to View Details,https://pec.ac.in/jobs/engagement-legal-retainer-and-counsels
Click Here to View Details,https://pec.ac.in/jobs/recruitment-university-engineer
Click Here to View Details,https://pec.ac.in/jobs/job-civil-28-8-19
Click Here to View Details,https://pec.ac.in/jobs/job-21-8-19
Click Here to View Details,https://pec.ac.in/jobs/job-14-8-19
Click Here to View Details,https://pec.ac.in/jobs/job-31-7-19
Click Here to View Details,https://pec.ac.in/jobs/job-1-29-7-19
Click Here to View Details,https://pec.ac.in/jobs/job-csrc-29-7-19
Click Here to View Details,https://pec.ac.in/jobs/job-25-7-19
Click Here to View Details,https://pec.ac.in/jobs/job-21-6-19
Click Here to View Details,https://pec.ac.in/jobs/job-20-6-19
Click Here to View Details,https://pec.ac.in/jobs/job-18-06-19
Click Here to View Details,https://pec.ac.in/jobs/job-29-5-19
Click Here to View Details,https://pec.ac.in/jobs/registrar
Click Here to View Details,https://pec.ac.in/jobs/job-registrar-6-12-18
Click Here to View Details,https://pec.ac.in/jobs/job-28-11-18
Click Here to View Details,https://pec.ac.in/jobs/job-3-10-18
Click Here to View Details,https://pec.ac.in/jobs/job-21-9-18
Click Here to View Details,https://pec.ac.in/jobs/job-22-8-18
Click Here to View Details,https://pec.ac.in/jobs/job-3-8-18
Click Here to View Details,https://pec.ac.in/jobs/job-teqip-19-7-18
Click Here to View Details,https://pec.ac.in/jobs/job-19-7-18
Click Here to View Details,https://pec.ac.in/jobs/job-13-7-18
Click Here to View Details,https://pec.ac.in/jobs/job-11-7-18
Click Here to View Details,https://pec.ac.in/jobs/job-9-7-18
Click Here to View Details,https://pec.ac.in/jobs/job-9-6-18
Click Here to View Details,https://pec.ac.in/jobs/job-1-6-18
Click Here to View Details,https://pec.ac.in/jobs/job-30-5-18
Click Here to View Details,https://pec.ac.in/jobs/job-28-5-18
Click Here to View Details,https://pec.ac.in/jobs/job-1-17-5-18
Click Here to View Details,https://pec.ac.in/jobs/job-17-5-18
Click Here to View Details,https://pec.ac.in/jobs/job-30-4-18
Click Here to View Details,https://pec.ac.in/jobs/job-27-4-18
Click Here to View Details,https://pec.ac.in/jobs/job-1-18-4-18
Click Here to View Details,https://pec.ac.in/jobs/job-18-4-18
Click Here to View Details,https://pec.ac.in/jobs/job-11-4-18
Click Here to View Details,https://pec.ac.in/jobs/job-6-4-18
Click Here to View Details,https://pec.ac.in/jobs/job-16-3-18
Click Here to View Details,https://pec.ac.in/jobs/job-26-2-18
Click Here to View Details,https://pec.ac.in/jobs/job-27-2-18
Click Here to View Details,https://pec.ac.in/jobs/job-13-2-18
Click Here to View Details,https://pec.ac.in/jobs/job-24-1-18
Click Here to View Details,https://pec.ac.in/jobs/job-3-1-18
